Date,Jets,Oil,USD,Cheap ,Flights,Best airlines,Travel,luggage,luggage weight,suitcase,carry on,precheck,RV,train,bus,car,road
2018-01-19,1.5986104108650003,-0.07155667452352488,-1.2069324982537784,1.2546720316436126,0.4037851638140507,0.0,-0.8327019467917789,0.767615714226831,0.5071346721460364,-0.3563361015204415,0.08207322590842062,-0.04872156295582527,0.3902480979859498,0.9408262438214023,0.6191735512000037,0.30982951656786517,0.45398368616955814
2018-01-22,1.6089795389642887,-0.06556725831176818,-1.2400606862382573,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,-0.3563361015204415,-0.027707361675153835,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.7369238699686017,-0.39591200104047425,0.45398368616955814
2018-01-23,1.6435404628580246,-0.01665369258242385,-1.294625207629489,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,-0.3563361015204415,-0.027707361675153835,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.7369238699686017,-0.39591200104047425,0.45398368616955814
2018-01-24,1.3946992934850853,0.04024576142926262,-1.4719613149873934,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,-0.3563361015204415,-0.027707361675153835,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.7369238699686017,-0.39591200104047425,0.45398368616955814
2018-01-25,1.2633649817071293,0.035254581252799184,-1.4368839973883234,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,-0.3563361015204415,-0.027707361675153835,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.7369238699686017,-0.39591200104047425,0.45398368616955814
2018-01-26,1.3186634526901357,0.06669901636452041,-1.4992434782460162,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,-0.3563361015204415,-0.027707361675153835,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.7369238699686017,-0.39591200104047425,0.45398368616955814
2018-01-29,1.3134786227245019,0.037750171341030904,-1.4524741111952315,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,0.52122888575343,0.027182932116633387,-0.04872156295582527,0.3902480979859498,0.7746209957831899,0.5014232324314059,-0.1136153939971385,0.45398368616955814
2018-01-30,1.3203906656813884,-0.015156338529484675,-1.4758582100986612,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,0.52122888575343,0.027182932116633387,-0.04872156295582527,0.3902480979859498,0.7746209957831899,0.5014232324314059,-0.1136153939971385,0.45398368616955814
2018-01-31,1.3826024205625662,-0.0036766241236179135,-1.4875516236682846,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,0.52122888575343,0.027182932116633387,-0.04872156295582527,0.3902480979859498,0.7746209957831899,0.5014232324314059,-0.1136153939971385,0.45398368616955814
2018-02-01,1.377417590596933,0.04972900376454358,-1.5771934626585835,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,0.52122888575343,0.027182932116633387,-0.04872156295582527,0.3902480979859498,0.7746209957831899,0.5014232324314059,-0.1136153939971385,0.45398368616955814
2018-02-02,1.2253471499483175,0.03225987314692084,-1.4739104446019817,1.2546720316436126,0.11770186625351062,0.0,-0.8327019467917789,0.6869695128827156,0.5071346721460364,0.52122888575343,0.027182932116633387,-0.04872156295582527,0.3902480979859498,0.7746209957831899,0.5014232324314059,-0.1136153939971385,0.45398368616955814
2018-02-05,1.036987154196101,-0.03262546914710742,-1.405703380026538,1.2546720316436126,0.0461810418633756,0.0,-0.8327019467917789,0.8079388148988886,0.5071346721460364,-0.3563361015204415,0.19185381349199507,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.6191735512000037,0.027532909524529383,0.45398368616955814
2018-02-06,1.119934506115958,-0.07055843848823197,-1.3979097846779858,1.2546720316436126,0.0461810418633756,0.0,-0.8327019467917789,0.8079388148988886,0.5071346721460364,-0.3563361015204415,0.19185381349199507,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.6191735512000037,0.027532909524529383,0.45398368616955814
2018-02-07,1.1700490335199636,-0.15041732131165161,-1.2673430443708662,1.2546720316436126,0.0461810418633756,0.0,-0.8327019467917789,0.8079388148988886,0.5071346721460364,-0.3563361015204415,0.19185381349199507,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.6191735512000037,0.027532909524529383,0.45398368616955814
2018-02-08,0.9626797673336883,-0.18236087444101948,-1.273189069096725,1.2546720316436126,0.0461810418633756,0.0,-0.8327019467917789,0.8079388148988886,0.5071346721460364,-0.3563361015204415,0.19185381349199507,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.6191735512000037,0.027532909524529383,0.45398368616955814
2018-02-09,0.957495646477361,-0.27968888788206187,-1.2322657267717962,1.2546720316436126,0.0461810418633756,0.0,-0.8327019467917789,0.8079388148988886,0.5071346721460364,-0.3563361015204415,0.19185381349199507,-0.04872156295582527,0.3902480979859498,1.0239288678405087,0.6191735512000037,0.027532909524529383,0.45398368616955814
2018-02-12,1.0732767092997018,-0.27519682572324466,-1.2770873283259014,1.2546720316436126,-0.02533978252675943,0.0,-0.8327019467917789,0.6466464122106578,0.5071346721460364,-0.3563361015204415,0.2467441072837823,-0.04872156295582527,0.3902480979859498,0.8992749318118493,0.7369238699686017,0.027532909524529383,0.45398368616955814
2018-02-13,1.109566087125976,-0.2801880058997085,-1.3764734512712358,1.2546720316436126,-0.02533978252675943,0.0,-0.8327019467917789,0.6466464122106578,0.5071346721460364,-0.3563361015204415,0.2467441072837823,-0.04872156295582527,0.3902480979859498,0.8992749318118493,0.7369238699686017,0.027532909524529383,0.45398368616955814
2018-02-14,1.1614085366305393,-0.2098123654115698,-1.4894991942909808,1.2546720316436126,-0.02533978252675943,0.0,-0.8327019467917789,0.6466464122106578,0.5071346721460364,-0.3563361015204415,0.2467441072837823,-0.04872156295582527,0.3902480979859498,0.8992749318118493,0.7369238699686017,0.027532909524529383,0.45398368616955814
2018-02-15,1.228803525981413,-0.17287763210573814,-1.5927837713394777,1.2546720316436126,-0.02533978252675943,0.0,-0.8327019467917789,0.6466464122106578,0.5071346721460364,-0.3563361015204415,0.2467441072837823,-0.04872156295582527,0.3902480979859498,0.8992749318118493,0.7369238699686017,0.027532909524529383,0.45398368616955814
2018-02-16,1.221891128469874,-0.15590761950576168,-1.4933976483941436,1.2546720316436126,-0.02533978252675943,0.0,-0.8327019467917789,0.6466464122106578,0.5071346721460364,-0.3563361015204415,0.2467441072837823,-0.04872156295582527,0.3902480979859498,0.8992749318118493,0.7369238699686017,0.027532909524529383,0.45398368616955814
